IFNA8_GP152
SOMA_GHR
L1CAM_L1CAM
TR11B_TNF10
ACKR2_CCL7
TNR16_NTF3
CCL4_CCR8
ACKR2_CCL5
CCL22_DPP4
FGF10_FGFR2
AGRG5_FAM3C
ACKR2_CCL4
CSF1R_CSF1
CCL5_CCR5
EGFR_NRG1
CCL24_CCR3
TNF15_TNR25
CTLA4_CD86
GALR1_GALP
CCR5_CCL7
NTRK1_G6PI
COLI_MC3R
BMP10_GP152
CALCR_ADML
CCR10_CCL27
WNT5A_FZD1
TIE2_ANGP1
EFNA2_EPHA1
CADM3_E41L1
NOTC1_WNT4
CEAM5_CEAM1
XCR1_XCL1
DSG2_DSC3
PDGFA_PGFRA
CCL1_CCR8
NPBW2_NPW
CCL24_CCR2
WNT7B_FZD4
TNFA_SEM4C
PVR_TACT
NOTC1_JAG1
CCR1_CCL13
TNF13_TNR17
CADM1_PVRL3
JAG1_NOTC3
VEGFA_VGFR1
TNF14_TNF6B
EPHB2_EFNB2
TNR16_NTF4
BDNF_NTRK2
GFRAL_GDF15
ANGP2_TIE2
LEG9_MET
OX26_QRFPR
FGF17_FGFR3
NAMPT_I13R2
NRG1_ERBB4
LEG9_DAG1
NPBW1_NPW
CEAM1_LYAM2
HLAF_KI3L2
GALA_GALR1
COLI_MC5R
ACKR2_CCL8
EPHA3_EFNA5
FGFR2_FGFR3
FGFR1_KLOT
ERBB3_NRG1
PLXB2_PTN
EFNB2_EPHB1
VEGFA_VGFR2
CCL3_CCR5
PLXB2_SEM4G
COLI_ACTHR
EGFR_HBEGF
FCG2A_CXCL9
OSTP_PE2R4
CD8A_CEAM5
PAHO_NPY5R
NCAM1_GDNF
CXL13_CXCR5
WNT2_FZD4
TNF13_TNR14
FGF3_FGFR3
FPR2_CAMP
CD70_TNR17
CXCL7_CXCR2
NOTC3_JAG2
TNR1B_GRN
HLAE_NKG2C
WNT5A_ANTR1
PVRL1_PVRL3
GROA_CXCR1
CL3L1_CCR3
IL1B_ADRB2
VEGFA_NMDE2
CXCR1_SYYC
TSHB_TSHR
CXCR2_CXCL6
NMS_NMUR2
CCR1_CCL15
PROS_UFO
EFNA2_EPHA3
VIP_VIPR1
NEU2_OXYR
CRTAM_CADM1
CCR2_CCL13
WNT4_FZD1
CCL11_ACKR4
PDGFB_GPR98
FGF2_FGRL1
WNT5A_PTPRK
CCR3_CCL7
HLAA_KI3L1
PTPRC_CD22
AGRP_MC5R
CADH1_KLRG1
CXL11_DPP4
FGFR2_PTPRR
CC4L_GP101
PLXB1_SEM4D
CCL25_ACKR4
CEAM1_CEAM8
CXCL2_DPP4
CCL2_CCR2
SEM5A_PLXB3
UFO_I15RA
GALR2_GALP
CXCL3_CXCR1
FGFR3_EPHA4
CCL4_CCR5
NRP2_PLGF
FPR3_HEBP1
KI2L3_CXCL9
ACKR2_CCL27
PACA_DPP4
DLK1_NOTC4
REL1_RXFP2
WISP3_SORL
EPHB1_EFNB3
FFAR2_BMP10
MTLR_GHRL
TGFB3_TGBR3
CD27_CD70
ICAM1_AREG
FGF18_FGFR4
WNT5A_EPHA7
NMDE2_IL16
AVR2A_INHBC
IDE_CCL23
TNFB_RIPK1
EFNA3_EPHA7
NPBW1_NPB
NRG3_ERBB4
FGF2_FGFR3
FGF4_FGFR2
WNT4_FZD8
EGFR_CNTF
APJ_APEL
WNT7B_FZD1
EFNA2_EPHA5
PTHY_PTH2R
VEGFD_VGFR3
WNT1_RYK
FGF1_FGFR4
PGFRB_PDGFD
FGF7_FGFR4
FGFR3_FGF8
GON2_GNRHR
GON1_GNRHR
TNR1A_GRN
GPR75_CCL5
EPHB2_EFNB3
SOM2_GHR
DPP4_SDF1
HLAG_LIRB2
CCL2_ACKR1
IL6_HRH1
TPO_TPOR
ROS1_FGFR2
EPHB6_EFNB1
WNT1_FZD1
TR13B_TNF13
LGR5_RSPO3
CCR2_CCL11
NRP1_VEGFA
TNF10_RIPK1
LSHB_LSHR
EPHA8_EFNA3
SG3A1_MARCO
CSF1R_IL34
CCR5_CCL8
NRP2_VEGFA
NRG2_ERBB4
NRG1_NETO2
FGFR1_FGF5
PECA1_CD38
FGF18_FGFR3
ADIPO_GP152
DLK1_NOTC2
LEG9_HAVR2
PDCD1_FAM3C
EGFR_TGFA
TNR17_TN13B
KLRB1_CLC2D
WNT5A_FZD5
IGF1_IGF1R
ICOSL_ICOS
WNT2_FZD1
RSPO1_LGR6
BMP8B_UPAR
NOTC1_NOV
VGFR1_PLGF
EFNA2_EPHA4
UCN1_CRFR2
NTRK1_COPA
GALR3_GALA
WNT3_FZD1
WNT5A_ROR2
TNFA_TNR1B
CCR3_CCL8
CD47_SIRPG
HLAC_TSHB
FGF7_FGFR2
ICAM1_ITAL
LFTY1_TDGF1
CCL5_CCR4
CCKN_CCKAR
CD1D_LIRB2
WNT1_CD36
GHSR_LEAP2
ANPRC_ANFC
RSPO3_LGR6
LYAM1_CD34
VEGFD_VGFR2
EFNA1_EPHA4
SECR_VIPR1
CCL21_ACKR4
TNF11_TNR11
EPOR_SCF
CCR3_CCL13
NGF_TNR16
GPR25_RETN
HLADRB1_MIME
CCR4_CCL17
INS_LIRB1
SDF1_CXCR3
TNR5_TN13B
BTC_ERBB4
LGR5_RSPO1
NRP2_SEM3F
PVR_PVRL3
EPHB4_EFNB1
SG3A1_NOTC3
WNT2_FZD3
FGF18_FGFR1
PTHY_PTH1R
CCL11_CCR3
SEM3E_PLXD1
CCL5_ACKR4
PGRC2_CC4L
EGFR_EGF
DPP4_CXCL9
CALCA_CALCR
CXCL2_CXCR2
PDCD1_PD1L2
A4_FPR2
FGF18_FGFR2
CCL5_CCR3
ANXA1_FPR1
EFNA4_EPHA7
KISS1_KISSR
GALR2_GALA
CCR1_CCL8
CXCR3_CCL20
REL2_RL3R1
TNFA_DAG1
NCTR3_NR3L1
VGFR3_VEGFC
TNF13_TNR1A
VIP_DPP4
JAM3_JAM3
FGF6_FGFR3
FZD6_WNT4
FGF6_FGFR4
CCR3_CCL14
REL1_RXFP1
PYY_DPP4
DPP4_CCL11
INHA_TGBR3
DLL1_NOTC4
TNFA_PTPRS
EFNA5_EPHA4
LGR5_RSPO2
IAPP_IDE
EREG_ERBB4
NEU2_V2R
CXL10_DPP4
GALR3_GALP
KLRG2_TNFL9
PDGFB_PGFRA
PYY_NPY2R
EFNA1_EPHA1
TNF18_TNR18
EPHB3_EFNB1
AA3R_ENTP1
FGF4_FGFR1
