CellCDmT,iTALK,CellPhoneDB,NATMI,CellChat
GNAS_CRHR1,,,,
GNAS_ADORA1,,,,
GNAS_ADCY7,,,,
GNAS_GLP1R,,,,
GNAS_GCGR,,,,
GNAS_PTGIR,,,,
GNAS_ADCY9,,,,
GNAS_ADCY1,,,,
GNAS_PTGDR,,,,
ANGPTL3_ITGAV,,,,
ANGPTL3_ITGA5,,,,
RBP4_STRA6,,,,
COL5A1_ITGB1,,,,
COL5A1_ITGA1,,,,
COL5A1_SDC3,,,,
CEL_CXCR4,,,,
SFTPD_TLR4,,,,
SFTPD_SIRPA,,,,
SFTPD_LY96,,,,
MMP9_ITGB2,,,,
MMP9_EPHB2,,,,
MMP9_CD44,,,,
MMP9_LRP1,,,,
MMP9_ITGAM,,,,
MMP9_IFNAR1,,,,
MMP9_RECK,,,,
EDN2_EDNRA,,,,
EDN2_EDNRB,,,,
EDN2_KEL,,,,
SPTAN1_PTPRA,,,,
COL9A2_ITGB1,,,,
COL9A2_MAG,,,,
PLAU_ITGB2,,,,
PLAU_ITGB5,,,,
PLAU_LRP2,,,,
PLAU_ITGB1,,,,
PLAU_IGF2R,,,,
PLAU_LRP1,,,,
PLAU_ITGAM,,,,
PLAU_ITGAV,,,,
PLAU_ST14,,,,
PLAU_PLAUR,,,,
PLAU_ITGA5,,,,
PLAU_VLDLR,,,,
PLAU_ITGA3,,,,
PLAU_MRC2,,,,
BMP8B_PLAUR,,,,
BMP8B_BMPR2,,,,
BMP8B_BMPR1A,,,,
BMP8B_BMPR1B,,,,
ANGPTL2_TIE1,,,,
ANGPTL2_LILRB2,,,,
GHRH_PTH1R,,,,
GHRH_ADCYAP1R1,,,,
GHRH_RAMP2,,,,
GHRH_VIPR1,,,,
GHRH_RAMP3,,,,
GHRH_GPR20,,,,
GHRH_ADRB2,,,,
GHRH_ADRB3,,,,
GHRH_TSHR,,,,
GHRH_GPR84,,,,
GHRH_GHRHR,,,,
COL16A1_ITGB1,,,,
TNFSF15_TNFRSF25,,,,
TNFSF15_TNFRSF6B,,,,
GDF5_ACVR1,,,,
GDF5_ROR2,,,,
GDF5_ACVR2B,,,,
GDF5_BMPR2,,,,
GDF5_BMPR1A,,,,
GDF5_BMPR1B,,,,
GDF5_ACVR2A,,,,
EDA_EDA2R,,,,
EDA_EDAR,,,,
HSPG2_FGFR1,,,,
HSPG2_LRP2,,,,
HSPG2_ITGB1,,,,
HSPG2_COL13A1,,,,
HSPG2_LRP1,,,,
HSPG2_SDC1,,,,
HSPG2_ITGA2,,,,
HSPG2_PTPRS,,,,
COL5A2_ITGB1,,,,
COL5A2_ITGA1,,,,
COL5A2_DDR1,,,,
F10_ITGB2,,,,
F10_ITGAM,,,,
F10_F3,,,,
SYK_LAT,,,,
SYK_FCGR2A,,,,
COL4A1_ITGB1,,,,
COL4A1_ITGAV,,,,
COL4A1_ITGB8,,,,
COL4A1_ITGA1,,,,
COL4A1_ITGA2,,,,
COL4A1_CD93,,,,
COL4A1_CD47,,,,
FGF14_FGFR2,,,,
FGF14_FGFR4,,,,
FGF14_FGFR1,,,,
FGF14_FGFR3,,,,
HLA_C,,,,
HLA_C,,,,
HLA_C,,,,
HLA_C,,,,
HLA_C,,,,
HLA_C,,,,
HLA_C,,,,
HLA_C,,,,
HLA_C,,,,
HLA_E,,,,
HLA_E,,,,
HLA_E,,,,
HLA_E,,,,
HLA_E,,,,
ANXA1_ADRA2A,,,,
ANXA1_MTNR1A,,,,
ANXA1_FPR3,,,,
ANXA1_GRM7,,,,
ANXA1_EGFR,,,,
ANXA1_DYSF,,,,
ANXA1_FPR2,,,,
ANXA1_FPR1,,,,
IL31_OSMR,,,,
IL31_IL31RA,,,,
CORT_ADRA2A,,,,
CORT_MTNR1A,,,,
CORT_GRM7,,,,
CORT_SSTR5,,,,
CORT_SSTR2,,,,
CORT_SSTR3,,,,
CORT_GHSR,,,,
CORT_SSTR4,,,,
CORT_SSTR1,,,,
CORT_MRGPRX2,,,,
ACTR2_ADRB2,,,,
ACTR2_LRP2,,,,
ACTR2_LDLR,,,,
NDP_LGR4,,,,
NDP_FZD4,,,,
CCL7_CCR2,,,,
CCL7_ACKR2,,,,
CCL7_CCR1,,,,
CCL7_CCR5,,,,
CCL7_CCR10,,,,
CCL7_CCR3,,,,
CCL7_ACKR4,,,,
CCL7_CXCR3,,,,
GDF9_TGFBR1,,,,
GDF9_BMPR2,,,,
GDF9_BMPR1A,,,,
GDF9_BMPR1B,,,,
GDF9_ACVR2A,,,,
BMP2_ACVR1,,,,
BMP2_ENG,,,,
BMP2_ACVR2B,,,,
BMP2_BMPR2,,,,
BMP2_BMPR1A,,,,
BMP2_BMPR1B,,,,
BMP2_ACVR2A,,,,
BMP2_SMO,,,,
BMP2_GPC1,,,,
AGRN_LRP2,,,,
AGRN_ITGB1,,,,
AGRN_LRP1,,,,
AGRN_LRP4,,,,
AGRN_MUSK,,,,
AGRN_ATP1A3,,,,
INSL3_PTH1R,,,,
INSL3_ADCYAP1R1,,,,
INSL3_RAMP2,,,,
INSL3_VIPR1,,,,
INSL3_RAMP3,,,,
INSL3_GPR20,,,,
INSL3_ADRB2,,,,
INSL3_ADRB3,,,,
INSL3_TSHR,,,,
INSL3_GPR84,,,,
INSL3_RXFP2,,,,
INSL3_RXFP1,,,,
AVP_PTH1R,,,,
AVP_ADCYAP1R1,,,,
AVP_RAMP2,,,,
AVP_VIPR1,,,,
AVP_RAMP3,,,,
AVP_GPR20,,,,
AVP_ADRB2,,,,
AVP_ADRB3,,,,
AVP_TSHR,,,,
AVP_GPR84,,,,
AVP_LRP2,,,,
AVP_AVPR2,,,,
AVP_AVPR1B,,,,
AVP_AVPR1A,,,,
AVP_OXTR,,,,
AVP_LDLR,,,,
UCN3_IL10RB,,,,
UCN3_CRHR2,,,,
UCN3_CRHR1,,,,
SHBG_CLDN4,,,,
SHBG_GPRC6A,,,,
SHBG_SLC37A1,,,,
COL2A1_ITGB1,,,,
COL2A1_ITGA1,,,,
COL2A1_ITGA2,,,,
COL2A1_DDR1,,,,
COL2A1_ITGA2B,,,,
COL2A1_MAG,,,,
COL2A1_TNFRSF10A,,,,
COL2A1_ITGA10,,,,
RLN2_PTH1R,,,,
RLN2_ADCYAP1R1,,,,
RLN2_RAMP2,,,,
RLN2_VIPR1,,,,
RLN2_RAMP3,,,,
RLN2_GPR20,,,,
RLN2_ADRB2,,,,
RLN2_ADRB3,,,,
RLN2_TSHR,,,,
RLN2_GPR84,,,,
RLN2_RXFP2,,,,
RLN2_RXFP1,,,,
RLN2_RXFP3,,,,
ZG16B_CXCR4,,,,
ZG16B_TLR2,,,,
ZG16B_TLR4,,,,
ZG16B_TLR5,,,,
FGF9_FGFR2,,,,
FGF9_FGFR4,,,,
FGF9_FGFR1,,,,
FGF9_FGFR3,,,,
SEMA5A_MET,,,,
SEMA5A_PLXNB3,,,,
RPH3A_NRXN1,,,,
LAMA1_ITGB1,,,,
LAMA1_SDC2,,,,
LAMA1_ITGB8,,,,
LAMA1_ITGA7,,,,
LAMA1_ITGA6,,,,
LAMA1_ITGA1,,,,
LAMA1_ITGA2,,,,
LAMA1_TMPRSS6,,,,
LAMA1_SDC4,,,,
LAMA1_RPSA,,,,
LAMA1_ITGA3,,,,
LAMA1_ITGB4,,,,
LAMA1_NT5E,,,,
LAMA1_GPC1,,,,
CCL25_ADRA2A,,,,
CCL25_MTNR1A,,,,
CCL25_GRM7,,,,
CCL25_ACKR2,,,,
CCL25_CCR10,,,,
CCL25_ACKR4,,,,
CCL25_CCR9,,,,
LAMB3_ITGB1,,,,
LAMB3_ITGA6,,,,
LAMB3_ITGA2,,,,
LAMB3_CD151,,,,
LAMB3_COL17A1,,,,
LAMB3_ITGA3,,,,
LAMB3_ITGB4,,,,
CSH2_PRLR,,,,
IL1F10_IL1RL2,,,,
IL1F10_IL1R1,,,,
CCL8_CCR2,,,,
CCL8_ACKR2,,,,
CCL8_CCR1,,,,
CCL8_CCR5,,,,
CCL8_CCR3,,,,
CCL8_ACKR4,,,,
COL4A6_ITGB1,,,,
COL4A6_ITGAV,,,,
COL4A6_ITGA1,,,,
COL4A6_ITGA2,,,,
COL4A6_CD93,,,,
COL4A6_CD47,,,,
CCL26_CCR2,,,,
CCL26_CCR1,,,,
CCL26_CCR3,,,,
SPP1_ITGB5,,,,
SPP1_ITGA4,,,,
SPP1_CD44,,,,
SPP1_ITGB1,,,,
SPP1_ITGAV,,,,
SPP1_ITGA5,,,,
SPP1_ITGA9,,,,
SPP1_PTGER4,,,,
LGALS9_CD44,,,,
LGALS9_CD47,,,,
LGALS9_SLC1A5,,,,
LGALS9_MRC2,,,,
LGALS9_HAVCR2,,,,
ADM2_PTH1R,,,,
ADM2_ADCYAP1R1,,,,
ADM2_RAMP2,,,,
ADM2_VIPR1,,,,
ADM2_RAMP3,,,,
ADM2_GPR20,,,,
ADM2_ADRB2,,,,
ADM2_ADRB3,,,,
ADM2_TSHR,,,,
ADM2_GPR84,,,,
ADM2_CALCR,,,,
ADM2_RAMP1,,,,
ADM2_CALCRL,,,,
CXCL12_ADRA2A,,,,
CXCL12_MTNR1A,,,,
CXCL12_GRM7,,,,
CXCL12_CXCR4,,,,
CXCL12_ITGB1,,,,
CXCL12_AVPR1A,,,,
CXCL12_CCR4,,,,
CXCL12_DPP4,,,,
CXCL12_CXCR3,,,,
CXCL12_SDC4,,,,
CXCL12_CD4,,,,
CXCL12_ACKR3,,,,
BMP7_ACVR1,,,,
BMP7_ENG,,,,
BMP7_ACVR2B,,,,
BMP7_BMPR2,,,,
BMP7_BMPR1A,,,,
BMP7_BMPR1B,,,,
BMP7_ACVR2A,,,,
COL4A3_ITGB1,,,,
COL4A3_ITGAV,,,,
COL4A3_ITGA1,,,,
COL4A3_ITGA2,,,,
COL4A3_CD93,,,,
COL4A3_CD47,,,,
COL4A3_ITGA3,,,,
COL4A4_ITGB1,,,,
COL4A4_ITGAV,,,,
COL4A4_ITGA1,,,,
COL4A4_ITGA2,,,,
COL4A4_CD93,,,,
COL4A4_CD47,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
HLA_A,,,,
CNTN4_PTPRG,,,,
TCTN1_TMEM67,,,,
PDCD1LG2_PDCD2,,,,
PDCD1LG2_PDCD1,,,,
NPS_PTH1R,,,,
NPS_ADCYAP1R1,,,,
NPS_RAMP2,,,,
NPS_VIPR1,,,,
NPS_RAMP3,,,,
NPS_GPR20,,,,
NPS_ADRB2,,,,
NPS_ADRB3,,,,
NPS_TSHR,,,,
NPS_GPR84,,,,
NPS_NPSR1,,,,
TNFSF11_LGR4,,,,
TNFSF11_TNFRSF11B,,,,
TNFSF11_TNFRSF11A,,,,
DSCAM_DCC,,,,
POMC_ADRA2A,,,,
POMC_MTNR1A,,,,
POMC_GRM7,,,,
POMC_PTH1R,,,,
POMC_ADCYAP1R1,,,,
POMC_RAMP2,,,,
POMC_VIPR1,,,,
POMC_RAMP3,,,,
POMC_GPR20,,,,
POMC_ADRB2,,,,
POMC_ADRB3,,,,
POMC_TSHR,,,,
POMC_GPR84,,,,
POMC_MC2R,,,,
POMC_MC4R,,,,
POMC_MC5R,,,,
POMC_OPRM1,,,,
POMC_MC1R,,,,
POMC_OPRD1,,,,
POMC_MC3R,,,,
POMC_OPRK1,,,,
NPY_ADRA2A,,,,
NPY_MTNR1A,,,,
NPY_GRM7,,,,
NPY_PRLHR,,,,
NPY_DPP4,,,,
NPY_NPFFR2,,,,
NPY_MC4R,,,,
NPY_NPY5R,,,,
NPY_NPY1R,,,,
NPY_NPY4R,,,,
NPY_FAP,,,,
NPY_NPY2R,,,,
NXPH1_NRXN1,,,,
NXPH1_NRXN3,,,,
NXPH1_NRXN2,,,,
SAA1_ADRA2A,,,,
SAA1_MTNR1A,,,,
SAA1_GRM7,,,,
SAA1_TLR2,,,,
SAA1_SCARB1,,,,
SAA1_FPR2,,,,
SAA1_FPR1,,,,
MDK_ALK,,,,
MDK_ITGA4,,,,
MDK_LRP2,,,,
MDK_ITGB1,,,,
MDK_LRP1,,,,
MDK_SDC1,,,,
MDK_ITGA6,,,,
MDK_SDC4,,,,
MDK_SDC3,,,,
MDK_SORL1,,,,
MDK_PTPRZ1,,,,
MDK_GPC2,,,,
MDK_TSPAN1,,,,
TF_ADRB2,,,,
TF_LRP2,,,,
TF_LDLR,,,,
TF_TFRC,,,,
TF_TFR2,,,,
TF_HFE,,,,
ARTN_GFRA3,,,,
ARTN_RET,,,,
ARTN_GFRA2,,,,
ARTN_GFRA1,,,,
GCG_PTH1R,,,,
GCG_ADCYAP1R1,,,,
GCG_RAMP2,,,,
GCG_VIPR1,,,,
GCG_RAMP3,,,,
GCG_GPR20,,,,
GCG_ADRB2,,,,
GCG_ADRB3,,,,
GCG_TSHR,,,,
GCG_GPR84,,,,
GCG_DPP4,,,,
GCG_GLP1R,,,,
GCG_GCGR,,,,
GCG_GLP2R,,,,
ADIPOQ_GPR42,,,,
ADIPOQ_ADIPOR1,,,,
ADIPOQ_ADIPOR2,,,,
ADIPOQ_CNR2,,,,
PTPN6_CD300LF,,,,
PTPN6_FCRL4,,,,
PTPN6_CLEC12A,,,,
APLN_ADRA2A,,,,
APLN_MTNR1A,,,,
APLN_GRM7,,,,
APLN_APLNR,,,,
NLGN1_NRXN1,,,,
NLGN1_NRXN3,,,,
NLGN1_NRXN2,,,,
CLEC2A_KLRF2,,,,
C4A_C5AR2,,,,
C4A_C3AR1,,,,
C4A_CR1,,,,
NTF3_NTRK1,,,,
NTF3_NGFR,,,,
NTF3_NTRK2,,,,
NTF3_NTRK3,,,,
RLN3_ADRA2A,,,,
RLN3_MTNR1A,,,,
RLN3_GRM7,,,,
RLN3_PTH1R,,,,
RLN3_ADCYAP1R1,,,,
RLN3_RAMP2,,,,
RLN3_VIPR1,,,,
RLN3_RAMP3,,,,
RLN3_GPR20,,,,
RLN3_ADRB2,,,,
RLN3_ADRB3,,,,
RLN3_TSHR,,,,
RLN3_GPR84,,,,
RLN3_RXFP2,,,,
RLN3_RXFP1,,,,
RLN3_RXFP4,,,,
RLN3_RXFP3,,,,
TNF_TNFRSF1A,,,,
TNF_TNFRSF1B,,,,
TNF_NOTCH1,,,,
TNF_FLT4,,,,
TNF_RIPK1,,,,
TNF_TRAF2,,,,
TNF_TNFRSF21,,,,
TNF_FAS,,,,
TNF_TRADD,,,,
TNF_PTPRS,,,,
TNF_FFAR2,,,,
TNF_CELSR2,,,,
TNF_ICOS,,,,
TNF_TRPM2,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
HLA_B,,,,
FGF16_FGFR2,,,,
FGF16_FGFR4,,,,
FGF16_FGFR1,,,,
FGF16_FGFR3,,,,
LAMA2_ITGB1,,,,
LAMA2_ITGA7,,,,
LAMA2_ITGA6,,,,
LAMA2_ITGA1,,,,
LAMA2_ITGA2,,,,
LAMA2_RPSA,,,,
LAMA2_ITGA3,,,,
LAMA2_ITGB4,,,,
CCL24_CCR2,,,,
CCL24_ACKR2,,,,
CCL24_CCR3,,,,
HRAS_SDC2,,,,
HRAS_CAV1,,,,
HRAS_TLR2,,,,
HRAS_INSR,,,,
HRAS_AGTR1,,,,
HRAS_GRIN2D,,,,
GDNF_GFRA3,,,,
GDNF_RET,,,,
GDNF_GFRA2,,,,
GDNF_GFRA1,,,,
GDNF_EDNRB,,,,
HLA_G,,,,
HLA_G,,,,
HLA_G,,,,
HLA_G,,,,
HLA_G,,,,
HLA_G,,,,
HLA_G,,,,
EFNA4_EPHA4,,,,
EFNA4_EPHA6,,,,
EFNA4_EPHA7,,,,
EFNA4_EPHA10,,,,
EFNA4_EPHA3,,,,
EFNA4_EPHA1,,,,
EFNA4_EPHA5,,,,
EFNA4_EPHA2,,,,
EFNA4_EPHA8,,,,
ICAM2_ITGAL,,,,
ICAM2_ITGB2,,,,
ICAM2_ITGAM,,,,
FSHB_PTH1R,,,,
FSHB_ADCYAP1R1,,,,
FSHB_RAMP2,,,,
FSHB_VIPR1,,,,
FSHB_RAMP3,,,,
FSHB_GPR20,,,,
FSHB_ADRB2,,,,
FSHB_ADRB3,,,,
FSHB_TSHR,,,,
FSHB_GPR84,,,,
FSHB_FSHR,,,,
RARRES2_CCRL2,,,,
RARRES2_GPR1,,,,
RARRES2_CMKLR1,,,,
LRPAP1_SORT1,,,,
LRPAP1_LRP2,,,,
LRPAP1_LRP1,,,,
LRPAP1_LDLR,,,,
LRPAP1_VLDLR,,,,
LRPAP1_LRP8,,,,
LRPAP1_SORL1,,,,
C1QTNF5_MFRP,,,,
HSPA8_ADRB2,,,,
HSPA8_LRP2,,,,
HSPA8_LDLR,,,,
CALCB_PTH1R,,,,
CALCB_ADCYAP1R1,,,,
CALCB_RAMP2,,,,
CALCB_VIPR1,,,,
CALCB_RAMP3,,,,
CALCB_GPR20,,,,
CALCB_ADRB2,,,,
CALCB_ADRB3,,,,
CALCB_TSHR,,,,
CALCB_GPR84,,,,
CALCB_CALCR,,,,
CALCB_RAMP1,,,,
CALCB_CALCRL,,,,
ADM_PTH1R,,,,
ADM_ADCYAP1R1,,,,
ADM_RAMP2,,,,
ADM_VIPR1,,,,
ADM_RAMP3,,,,
ADM_GPR20,,,,
ADM_ADRB2,,,,
ADM_ADRB3,,,,
ADM_TSHR,,,,
ADM_GPR84,,,,
ADM_CALCR,,,,
ADM_RAMP1,,,,
ADM_CALCRL,,,,
ADM_GPR182,,,,
PTHLH_PTH1R,,,,
PTHLH_ADCYAP1R1,,,,
PTHLH_RAMP2,,,,
PTHLH_VIPR1,,,,
PTHLH_RAMP3,,,,
PTHLH_GPR20,,,,
PTHLH_ADRB2,,,,
PTHLH_ADRB3,,,,
PTHLH_TSHR,,,,
PTHLH_GPR84,,,,
PTHLH_PTH2R,,,,
ADCYAP1_PTH1R,,,,
ADCYAP1_ADCYAP1R1,,,,
ADCYAP1_RAMP2,,,,
ADCYAP1_VIPR1,,,,
ADCYAP1_RAMP3,,,,
ADCYAP1_GPR20,,,,
ADCYAP1_ADRB2,,,,
ADCYAP1_VIPR2,,,,
ADCYAP1_ADRB3,,,,
ADCYAP1_TSHR,,,,
ADCYAP1_GPR84,,,,
ADCYAP1_DPP4,,,,
ADCYAP1_SCTR,,,,
CGA_PTH1R,,,,
CGA_ADCYAP1R1,,,,
CGA_RAMP2,,,,
CGA_VIPR1,,,,
CGA_RAMP3,,,,
CGA_GPR20,,,,
CGA_ADRB2,,,,
CGA_ADRB3,,,,
CGA_TSHR,,,,
CGA_GPR84,,,,
CGA_LHCGR,,,,
CGA_FSHR,,,,
S100A10_CFTR,,,,
S100A10_TRPV6,,,,
SHANK2_CFTR,,,,
LGALS8_ITGA3,,,,
RELN_ITGB1,,,,
RELN_VLDLR,,,,
RELN_LRP8,,,,
RELN_ITGA3,,,,
LAMB2_ITGB1,,,,
LAMB2_RPSA,,,,
LAMB2_ITGA3,,,,
LAMB2_ITGB4,,,,
ADAM9_ITGB5,,,,
ADAM9_ITGB1,,,,
ADAM9_ITGAV,,,,
ADAM9_ITGA6,,,,
ADAM9_ITGA3,,,,
S100A4_EGFR,,,,
S100A4_ERBB2,,,,
S100A4_CCR5,,,,
S100A4_PGLYRP1,,,,
CPAMD8_SCTR,,,,
TNFSF13B_TFRC,,,,
TNFSF13B_TNFRSF13B,,,,
TNFSF13B_CD40,,,,
TNFSF13B_TNFRSF17,,,,
TNFSF13B_TNFRSF13C,,,,
CALML3_KCNQ1,,,,
LTA_TNFRSF1A,,,,
LTA_TNFRSF1B,,,,
LTA_TNFRSF14,,,,
LTA_RIPK1,,,,
LTA_LTBR,,,,
LTB_TNFRSF1A,,,,
LTB_CD40,,,,
LTB_LTBR,,,,
NTF4_NTRK1,,,,
NTF4_NGFR,,,,
NTF4_NTRK2,,,,
BDNF_SORT1,,,,
BDNF_NGFR,,,,
BDNF_DRD4,,,,
BDNF_NTRK2,,,,
CD99_CD81,,,,
CD99_PILRA,,,,
FGF1_NRP1,,,,
FGF1_EGFR,,,,
FGF1_FGFR2,,,,
FGF1_FGFR4,,,,
FGF1_FGFR1,,,,
FGF1_FGFR3,,,,
FGF1_CD44,,,,
FGF1_FGFRL1,,,,
FGF1_TGFBR3,,,,
FAM3C_GLRA2,,,,
FAM3C_LAMP1,,,,
MLN_MLNR,,,,
RIMS1_SLC17A7,,,,
RIMS1_CACNA1C,,,,
RIMS1_SLC18A2,,,,
RIMS1_SLC18A3,,,,
KLK3_EPOR,,,,
C1QB_LRP1,,,,
C1QB_C1QBP,,,,
GNRH2_GNRHR,,,,
GNRH1_GNRHR,,,,
IL22_IL10RB,,,,
IL22_IL21R,,,,
IL22_IL10RA,,,,
IL22_IL22RA1,,,,
IL22_IL22RA2,,,,
IL10_IL10RB,,,,
IL10_IL10RA,,,,
TNFSF14_TNFRSF14,,,,
TNFSF14_TNFRSF6B,,,,
TNFSF14_LTBR,,,,
CLEC2D_KLRB1,,,,
IL33_IL1RL1,,,,
KISS1_KISS1R,,,,
KISS1_MMP24,,,,
PDYN_ADRA2A,,,,
PDYN_MTNR1A,,,,
PDYN_GRM7,,,,
PDYN_OPRM1,,,,
PDYN_OPRD1,,,,
PDYN_OPRK1,,,,
PODXL2_SELL,,,,
CD34_SELL,,,,
CD34_SELP,,,,
MUC7_SELL,,,,
PODXL_SELL,,,,
MICB_KLRK1,,,,
MICA_KLRK1,,,,
RAET1L_KLRK1,,,,
ULBP2_KLRK1,,,,
ULBP3_KLRK1,,,,
RAET1E_KLRK1,,,,
RAET1G_KLRK1,,,,
GDF2_ACVR1,,,,
GDF2_ENG,,,,
GDF2_ACVRL1,,,,
GDF2_ACVR2B,,,,
GDF2_BMPR2,,,,
GDF2_ACVR2A,,,,
FLT3LG_FLT3,,,,
CD55_CR1,,,,
GPC3_LRP2,,,,
GPC3_LRP1,,,,
GPC3_CD81,,,,
GPC3_IGF1R,,,,
PDGFB_LRP1,,,,
PDGFB_ITGAV,,,,
PDGFB_PDGFRB,,,,
PDGFB_ART1,,,,
PDGFB_PDGFRA,,,,
PDGFB_S1PR1,,,,
A2M_LRP1,,,,
SERPINA1_LRP1,,,,
SERPINE2_LRP1,,,,
MMP13_LRP1,,,,
FCN2_LRP1,,,,
HPX_LRP1,,,,
LIPC_LRP1,,,,
PSAP_SORT1,,,,
PSAP_LRP1,,,,
PSAP_AR,,,,
PSAP_GPR37,,,,
PSAP_GPR37L1,,,,
PSAP_CD1B,,,,
ASIP_MC2R,,,,
ASIP_MC4R,,,,
ASIP_MC5R,,,,
ASIP_MC1R,,,,
ASIP_MC3R,,,,
ASIP_MGRN1,,,,
ASIP_ATRN,,,,
SFTPA2_CD93,,,,
MBL2_CD93,,,,
MBL2_CALCR,,,,
C1QA_CD93,,,,
C1QA_CR1,,,,
C1QA_CSPG4,,,,
IGFL2_IGFLR1,,,,
IGFL1_IGFLR1,,,,
IGFL3_IGFLR1,,,,
GSTP1_EGFR,,,,
GSTP1_TRAF2,,,,
GALP_GALR2,,,,
GALP_GALR1,,,,
GALP_GALR3,,,,
NTNG2_LRRC4,,,,
NTNG2_LRRC4C,,,,
CCL5_ADRA2A,,,,
CCL5_MTNR1A,,,,
CCL5_GRM7,,,,
CCL5_CCR4,,,,
CCL5_ACKR2,,,,
CCL5_SDC1,,,,
CCL5_CCR1,,,,
CCL5_CCR5,,,,
CCL5_CCR3,,,,
CCL5_ACKR4,,,,
CCL5_CXCR3,,,,
CCL5_SDC4,,,,
CCL5_CCRL2,,,,
CCL5_GPR75,,,,
GUCA2B_GUCY2D,,,,
GUCA2B_GUCY2C,,,,
CLEC3A_CLEC10A,,,,
NMS_ADRA2A,,,,
NMS_MTNR1A,,,,
NMS_GRM7,,,,
NMS_NMUR1,,,,
NMS_NMUR2,,,,
ARF1_CHRM3,,,,
ARF1_PLD2,,,,
ARF1_INSR,,,,
VEGFC_NRP2,,,,
VEGFC_ITGB1,,,,
VEGFC_FLT4,,,,
VEGFC_KDR,,,,
VEGFC_FLT1,,,,
VEGFC_CCBE1,,,,
VEGFC_LYVE1,,,,
VEGFC_ITGA9,,,,
DLK1_NOTCH1,,,,
DLK1_NOTCH2,,,,
DLK1_NOTCH3,,,,
MFNG_NOTCH1,,,,
MFNG_NOTCH2,,,,
CCL16_ADRA2A,,,,
CCL16_MTNR1A,,,,
CCL16_GRM7,,,,
CCL16_CCR2,,,,
CCL16_CCR8,,,,
CCL16_CCR1,,,,
CCL16_CCR5,,,,
CCL16_HRH4,,,,
DSC3_DSG2,,,,
DSC3_DSG3,,,,
DSC3_DSG1,,,,
DSC2_DSG2,,,,
DSC2_DSG1,,,,
PDGFC_PDGFRB,,,,
PDGFC_FLT4,,,,
PDGFC_KDR,,,,
PDGFC_FLT1,,,,
PDGFC_PDGFRA,,,,
PDGFD_PDGFRB,,,,
PDGFD_PDGFRA,,,,
PDGFA_PDGFRB,,,,
PDGFA_PDGFRA,,,,
FGF21_FGFR2,,,,
FGF21_FGFR4,,,,
FGF21_FGFR1,,,,
FGF21_FGFR3,,,,
FGF21_KLB,,,,
NMB_GRPR,,,,
NMB_BRS3,,,,
NMB_NMBR,,,,
B2M_TFRC,,,,
B2M_CD247,,,,
B2M_LILRB2,,,,
B2M_CD3G,,,,
B2M_KIR3DL1,,,,
B2M_KLRC2,,,,
B2M_KLRD1,,,,
B2M_KLRC1,,,,
B2M_HFE,,,,
B2M_HLA,,,,
B2M_CD1A,,,,
B2M_CD3D,,,,
B2M_LILRB1,,,,
B2M_KIR2DL1,,,,
B2M_KIR2DL3,,,,
B2M_CD1B,,,,
SFTPA1_TLR2,,,,
RNASE2_TLR2,,,,
EDIL3_ITGB5,,,,
EDIL3_ITGAV,,,,
AZGP1_ITGAV,,,,
VEGFA_NRP1,,,,
VEGFA_NRP2,,,,
VEGFA_EGFR,,,,
VEGFA_EPHB2,,,,
VEGFA_ITGB1,,,,
VEGFA_ITGAV,,,,
VEGFA_KDR,,,,
VEGFA_RET,,,,
VEGFA_SIRPA,,,,
VEGFA_FLT1,,,,
VEGFA_GRIN2B,,,,
VEGFA_TYRO3,,,,
VEGFA_GPC1,,,,
VEGFA_ITGA9,,,,
CP_SLC40A1,,,,
GUCA2A_GUCY2C,,,,
SOSTDC1_LRP6,,,,
WNT9B_LRP6,,,,
SOST_LRP6,,,,
SOST_LRP5,,,,
DKK1_LRP6,,,,
DKK1_LRP5,,,,
DKK1_KREMEN2,,,,
DKK1_KREMEN1,,,,
CRISP3_A1BG,,,,
HSPA1A_TLR4,,,,
HSPA1A_GRIN2D,,,,
IL27_IL27RA,,,,
GAS6_AXL,,,,
GAS6_TYRO3,,,,
GAS6_MERTK,,,,
PROS1_AXL,,,,
PROS1_TYRO3,,,,
PROS1_MERTK,,,,
GC_LRP2,,,,
ALB_LRP2,,,,
INS_LRP2,,,,
INS_IGF1R,,,,
INS_INSR,,,,
INS_LILRB2,,,,
INS_LILRB1,,,,
CUBN_LRP2,,,,
SCGB1A1_LRP2,,,,
SCGB1A1_LMBR1L,,,,
LCN2_LRP2,,,,
GREM1_KDR,,,,
NRG1_EGFR,,,,
NRG1_ERBB4,,,,
NRG1_ERBB2,,,,
NRG1_LGR4,,,,
NRG1_ERBB3,,,,
NRG1_GPC1,,,,
NRG1_MS4A4A,,,,
SERPINC1_SDC2,,,,
SERPINC1_GPC1,,,,
SLIT2_DCC,,,,
SLIT2_SDC1,,,,
SLIT2_ROBO2,,,,
SLIT2_ROBO1,,,,
SLIT2_GPC1,,,,
SLIT2_ROBO4,,,,
