CellCDmT,iTALK,CellPhoneDB,NATMI,CellChat
CCL21_MTNR1A,COL1A1_FLT4,BTLA_TNFRSF14,DSC3_DSG1,
CCL21_GRM7,COL1A1_ITGA11,CD28_CD86,DSC3_DSG2,
CCL21_ACKR2,COL1A1_ITGA2,JAG1_NOTCH4,DSC3_DSG3,
CCL21_ACKR4,COL1A1_ITGA5,CD28_CD80,DSC3_DSG4,
CCL21_CXCR3,COL1A1_ITGAV,ANXA1_FPR2,DSG1_DSC3,
CCL21_CCR7,COL1A1_ITGB1,CCL5_CCR1,DSG2_DSC1,
CCL27_ADRA2A,COL1A1_TMPRSS6,LGALS9_PTPRK,DSG2_DSC3,
CCL27_MTNR1A,COL1A2_CD36,LGALS9_COLEC12,DSPP_ITGB6,
CCL27_GRM7,COL1A2_CD44,CXCL12_CXCR3,EBI3_IL27RA,
CCL27_ACKR2,COL1A2_CD93,CCL5_CCR5,EBI3_IL6ST,
CCL27_CCR10,COL1A2_FLT4,SELL_CD34,ECM1_ITGB4,
TGS1_RXRA,COL1A2_ITGA11,LAMP1_FAM3C,EDA_EDA2R,
MMP7_ERBB4,COL1A2_ITGA2,CCL4_CCR5,EDA_EDAR,
MMP7_CD44,COL1A2_ITGA2B,LTA_TNFRSF14,EDN1_EDNRA,
MMP7_SDC1,COL1A2_ITGAV,ACKR2_CCL13,EDN1_EDNRB,
MMP7_CD151,COL1A2_ITGB1,ICAM2_CD209,EDN1_KEL,
THBS1_ITGA4,COL2A1_DDR1,CSF2_CSF1R,EDN2_EDNRA,
THBS1_ITGB1,COL2A1_ITGA10,CD44_HBEGF,EDN2_EDNRB,
THBS1_LRP1,COL2A1_ITGA2,TFRC_TNFSF13B,EDN2_KEL,
THBS1_LRP5,COL2A1_ITGA2B,WNT2_SFRP1,EDN3_EDNRA,
THBS1_CD36,COL2A1_ITGB1,IGFL2_IGFLR1,EDN3_EDNRB,
THBS1_SDC1,COL2A1_MAG,ACKR2_CCL11,EDN3_KEL,
THBS1_ITGA6,COL2A1_TNFRSF10A,MERTK_GAS6,EFEMP1_EGFR,
THBS1_CD47,COL3A1_DDR1,CSF1R_CSF1,EFNA1_EPHA1,
THBS1_ITGA2B,COL3A1_DDR2,CXCL11_ACKR3,EFNA1_EPHA2,
THBS1_TNFRSF11B,COL3A1_ITGA2,CD99_PILRA,EFNA1_EPHA3,
THBS1_SDC4,COL3A1_ITGB1,CTLA4_CD86,EFNA1_EPHA4,
THBS1_SCARB1,COL3A1_MAG,CRTAM_CADM1,EFNA1_EPHA5,
THBS1_ITGA3,COL4A1_CD47,NR3C1_CCL11,EFNA1_EPHA6,
ADAM10_MET,COL4A1_CD93,TGFB1_VDR,EFNA1_EPHA7,
ADAM10_NOTCH1,COL4A1_ITGA2,FAS_FASLG,EFNA1_EPHA8,
ADAM10_NOTCH2,COL4A1_ITGAV,DPP4_CCL11,EFNA2_EPHA1,
ADAM10_EPHA3,COL4A1_ITGB1,NOTCH1_CNTN1,EFNA2_EPHA2,
ADAM10_CD44,COL4A1_ITGB8,TNFSF13_TNFRSF14,EFNA2_EPHA3,
ADAM10_TREM2,COL4A2_CD93,TNF_DAG1,EFNA2_EPHA4,
ADAM10_GPNMB,COL4A3_CD47,ANXA1_FPR3,EFNA2_EPHA5,
ADAM10_TSPAN5,COL4A3_CD93,TNF_SEMA4C,EFNA2_EPHA6,
ADAM10_TSPAN15,COL4A3_ITGA2,CSF1_SIRPA,EFNA2_EPHA7,
ADAM10_TSPAN10,COL4A3_ITGAV,VDR_HBEGF,EFNA2_EPHA8,
ADAM10_CADM1,COL4A3_ITGB1,HLA-F_LILRB1,EFNA4_EPHA1,
ADAM10_TSPAN14,COL4A4_CD47,TNF_ICOS,EFNA4_EPHA2,
ADAM10_IL6R,COL4A4_CD93,CCR7_CCL19,EFNA4_EPHA3,
ADAM10_TSPAN17,COL4A4_ITGA2,ACKR2_CCL5,EFNA4_EPHA4,
ADAM10_AXL,COL4A4_ITGAV,ACKR2_CCL8,EFNA4_EPHA5,
ADAM10_NRCAM,COL4A4_ITGB1,CD47_SIRPG,EFNA4_EPHA6,
ADAM10_TSPAN12,COL4A5_CD47,CXCR6_CXCL16,EFNA4_EPHA7,
MSTN_ACVR2B,COL4A5_CD93,TYROBP_CD44,EFNA4_EPHA8,
COL8A1_ITGA1,COL4A5_ITGA2,TNF_FAS,EFNA5_EPHA1,
COL8A1_ITGA2,COL4A5_ITGAV,NR3C1_CCL2,EFNA5_EPHA2,
LYZ_ITGAL,COL4A5_ITGB1,TNFSF14_TNFRSF14,EFNA5_EPHA3,
VWF_LRP1,COL4A6_CD47,LGALS9_P4HB,EFNA5_EPHA4,
VWF_ITGA2B,COL4A6_CD93,CXCL11_CXCR3,EFNA5_EPHA5,
VWF_TNFRSF11B,COL4A6_ITGA2,ACKR2_CCL4,EFNA5_EPHA6,
VWF_SELP,COL4A6_ITGAV,CD72_SEMA4D,EFNA5_EPHA7,
VWF_GP1BA,COL4A6_ITGB1,CD94:NKG2E_HLA-E,EFNA5_EPHA8,
VWF_SCARA5,COL5A1_ITGB1,PGRMC2_CCL4L2,EFNA5_EPHB1,
VWF_STAB2,COL5A1_SDC3,HLA-DRB1_OGN,EFNA5_EPHB2,
VWF_SIRPA,COL5A2_DDR1,CD40_TNFSF13B,EFNA5_EPHB6,
CDH1_EGFR,COL5A2_ITGB1,PTPRC_CD22,EFNB1_EPHA4,
CDH1_ITGB7,COL5A3_SDC3,CCL4_CNR2,EFNB1_EPHB1,
CDH1_LRP5,COL6A1_ITGA2,LGALS9_CD44,EFNB1_EPHB2,
CDH1_ERBB3,COL6A1_ITGA6,ADORA2A_ENTPD1,EFNB1_EPHB3,
CDH1_CDH2,COL6A1_ITGB1,TNFRSF1A_GRN,EFNB1_EPHB4,
CDH1_IGF1R,COL6A2_ITGA2,SEMA4A_PLXND1,EFNB1_EPHB6,
CDH1_KLRG1,COL6A2_ITGB1,AXL_GAS6,EFNB1_ERBB2,
CDH1_ITGAE,COL6A3_ITGA2,NCR3_BAG6,EFNB2_EPHA3,
CDH1_PTPRM,COL6A3_ITGB1,HLA-E_KLRC2,EFNB2_EPHA4,
CDH1_PTPRF,COL7A1_ITGA2,LGALS9_HAVCR2,EFNB2_EPHA6,
IL17B_IL17RB,COL7A1_ITGB1,CSF1_SLC7A1,EFNB2_EPHB1,
SEMA7A_ITGB1,COL8A1_ITGA2,HLA-E_KLRC1,EFNB2_EPHB2,
SEMA7A_ITGA1,COL9A1_MAG,PLXNB2_SEMA4D,EFNB2_EPHB3,
SEMA7A_PLXNC1,COL9A2_MAG,TNFRSF10B_TNFSF10,EFNB2_EPHB4,
RIMS2_ABCA1,COL9A3_MAG,SELL_SELPLG,EFNB2_EPHB6,
TIMP2_CD44,COLQ_MUSK,TNFRSF1B_GRN,EFNB2_GRM1,
TIMP2_ITGB1,CP_SLC40A1,EGFR_GRN,EFNB2_GRM5,
TIMP2_ITGA3,CRH_CRHR1,TNFSF13_FAS,EFNB2_RHBDL2,
LGALS3BP_ITGB1,CRH_CRHR2,ICAM1_SPN,EFNB3_EPHA4,
LGALS3BP_CD33,CRH_MC2R,PLAU_PLAUR,EFNB3_EPHB1,
IL37_IL1RAPL1,CSF1_CSF1R,NR3C1_CCL7,EFNB3_EPHB2,
IL1A_IL1R1,CSF2_CSF1R,CD94:NKG2C_HLA-E,EFNB3_EPHB3,
IL1A_IL1R2,CSF2_CSF2RA,CD94:NKG2A_HLA-E,EFNB3_EPHB4,
IL1A_IL1RAP,CSF2_CSF2RB,LGALS9_LRP1,EFNB3_EPHB6,
IL1B_ADRB2,CSF2_CSF3R,CXCL11_DPP4,EFNB3_RHBDL2,
IL1B_IL1R1,CSF2_IL3RA,LGALS9_SORL1,EGF_EGFR,
IL1B_IL1R2,CSF2_ITGA9,HLA-DPB1_TNFSF13B,EGF_ERBB2,
IL1B_IL1RAP,CSF2_ITGB1,CCL21_CCR7,EGF_ERBB3,
IL1B_SIGIRR,CSF2_SDC2,TNFSF10_RIPK1,EGF_ERBB4,
MIA_CDH7,CSF3_CSF1R,FGF1_TGFBR3,ENAM_CD63,
LCN1_LMBR1L,CSF3_CSF3R,ICOSLG_ICOS,ENHO_GPR19,
CNTN3_PTPRG,CTF1_IL6ST,HLA-DPA1_TNFSF9,EPCAM_EPCAM,
IL7_IL2RG,CTF1_LIFR,TNF_NOTCH1,EPGN_EGFR,
IL7_IL7R,CTHRC1_FZD3,CD74_MIF,EPHA4_EFNB1,
CKLF_CCR4,CTHRC1_FZD5,FCGR2A_CXCL9,EPO_CRLF3,
CKLF_LRP6,CTHRC1_FZD6,CD74_COPA,EPO_EPHB4,
FARP2_PLXNA3,CUBN_LRP2,CD80_CD274,EPO_EPOR,
FARP2_PLXNA1,CYR61_CAV1,FAM3C_CLEC2D,EREG_EGFR,
FARP2_PLXNA4,CYR61_ITGA5,CCL4_SLC7A1,EREG_ERBB4,
FARP2_PLXNA2,CYR61_ITGAM,CD74_APP,F10_F3,
LAMC2_ITGB1,CYR61_ITGAV,GRN_SORT1,F12_GP1BA,
LAMC2_ITGA6,CYR61_ITGB2,TNFRSF10A_TNFSF10,F13A1_ITGA4,
LAMC2_ITGA2,CYR61_ITGB5,PODXL_SELL,F13A1_ITGA9,
LAMC2_CD151,DCN_EGFR,ICAM1_ITGAL,F13A1_ITGB1,
LAMC2_COL17A1,DCN_ERBB4,NRP1_VEGFB,F2_F2R,
LAMC2_ITGA3,DCN_MET,PTPRC_SEMA4D,F2_F2RL1,
LAMC2_ITGB4,DEFB103A_CCR6,CXCL14_CXCR4,F2_F2RL2,
NID1_ITGB1,DEFB1_CCR6,NAMPT_P2RY6,F2_F2RL3,
NID1_COL13A1,DEFB4A_CCR6,ADORA2A_NAMPT,F2_GP1BA,
NID1_ITGAV,DEFB4A_TLR4,HLA-C_FAM3C,F2_ITGA2B,
NID1_PTPRF,DEFB4B_CCR6,SPP1_PTGER4,F2_THBD,
NID1_ITGA3,DHH_BOC,HLA-G_LILRB1,F7_F3,
NMU_ADRA2A,DHH_CDON,SPP1_CD44,F8_ASGR2,
NMU_MTNR1A,DHH_HHIP,HLA-E_KLRK1,F8_LDLR,
NMU_GRM7,DHH_PTCH1,GLP2R_GCG,F8_LRP1,
NMU_NMUR1,DHH_PTCH2,SFRP5_WNT6,FAM3C_LIFR,
NMU_NMUR2,DKK1_KREMEN1,ADORA1_ENTPD1,FAM3D_FPR1,
IL21_IL2RG,DKK1_KREMEN2,KNG1_BDKRB1,FAM3D_FPR2,
IL21_IL21R,DKK1_LRP5,PRL_PRLR,FASLG_FAS,
FGF2_NRP1,DKK1_LRP6,KNG1_BDKRB2,FASLG_TNFRSF6B,
FGF2_FGFR2,DKK2_KREMEN2,KNG1_RXFP4,FAT4_DCHS1,
FGF2_FGFR4,DKK2_LRP6,FGF4_FGFR1,FBLN1_ITGB1,
FGF2_FGFR1,DLK1_NOTCH1,AGT_AGTR1,FBN1_ITGA5,
FGF2_FGFR3,DLK1_NOTCH2,SLIT1_ROBO1,FBN1_ITGAV,
FGF2_CD44,DLK1_NOTCH3,SLIT2_ROBO2,FBN1_ITGB1,
FGF2_SDC2,DLK1_NOTCH4,BMP10_KIR2DL3,FCER2_CR2,
FGF2_SDC1,DLK2_NOTCH1,BMP10_KIR3DL1,FCN2_LRP1,
FGF2_SDC4,DLL1_NOTCH1,NTN1_DCC,FGB_ITGA2B,
FGF2_SDC3,DLL1_NOTCH2,NTN1_UNC5A,FGB_ITGA5,
FGF2_GPC4,DLL1_NOTCH3,CCK_CCKBR,FGB_ITGAM,
FGF2_FGFRL1,DLL1_NOTCH4,BDNF_SORT1,FGB_ITGAV,
IL11_IL6ST,DLL3_NOTCH1,LGR5_RSPO4,FGB_ITGB1,
IL11_IL11RA,DLL3_NOTCH2,LGR5_RSPO2,FGB_ITGB2,
WNT5A_ADRB2,DLL3_NOTCH3,GRIN2A_IL16,FGB_TLR4,
WNT5A_EPHA7,DLL3_NOTCH4,TTR_AGER,FGF1_CD44,
WNT5A_LRP2,DLL4_NOTCH1,TTR_DDR1,FGF1_CSPG4,
WNT5A_FZD2,DLL4_NOTCH2,TTR_NGFR,FGF1_FGFR1,
WNT5A_FZD6,DLL4_NOTCH3,NGF_NGFR,FGF1_FGFR2,
WNT5A_LRP6,DLL4_NOTCH4,NGF_NTRK1,FGF1_FGFR3,
WNT5A_LRP5,DSCAM_DCC,VGF_NTRK1,FGF1_FGFR4,
WNT5A_RYK,DUSP18_CD151,EPHA8_EFNA4,FGF1_NRP1,
WNT5A_ROR2,DUSP18_ITGA2,LGR5_RSPO3,FGF10_FGFR1,
WNT5A_FZD1,DUSP18_ITGA3,EPHA8_EFNA5,FGF10_FGFR2,
WNT5A_FZD7,DUSP18_ITGA6,BDNF_NTRK2,FGF10_FGFRL1,
WNT5A_FZD8,DUSP18_ITGA7,SFRP5_WNT2B,FGF13_SCN5A,
WNT5A_FZD5,DUSP18_ITGB1,ADIPOQ_PROKR2,FGF13_SCN8A,
WNT5A_LDLR,DUSP18_ITGB4,GPR42_ADIPOQ,FGF16_FGFR2,
WNT5A_FZD4,DUSP18_RPSA,MLNR_GHRL,FGF16_FGFR3,
WNT5A_PTK7,EBI3_IL27RA,IAPP_IDE,FGF16_FGFR4,
WNT5A_ROR1,EBI3_IL6ST,HCRT_HCRTR2,FGF18_FGFR1,
WNT5A_VANGL2,ECM1_CACHD1,HCRT_HCRTR1,FGF18_FGFR2,
WNT5A_PTPRK,EDA_EDA2R,GNRH1_GNRHR,FGF18_FGFR3,
WNT5A_FZD9,EDA_EDAR,TNFSF14_TNFRSF6B,FGF18_FGFR4,
WNT5A_FZD3,EDIL3_ITGAV,TNFSF15_TNFRSF6B,FGF19_FGFR1,
WNT5A_ANTXR1,EDIL3_ITGB5,FFAR2_BMP10,FGF19_FGFR2,
WNT5A_MCAM,EDN1_EDNRA,SHH_HHIP,FGF19_FGFR3,
FGF10_FGFR2,EDN1_EDNRB,DHH_HHIP,FGF19_FGFR4,
FGF10_FGFR1,EDN1_ELTD1,GHSR_LEAP2,FGF19_KLB,
FGF10_FGFRL1,EDN1_KEL,GPR42_FAM3C,FGF2_CD44,
ICAM1_EGFR,EDN2_EDNRA,GHSR_GHRL,FGF2_FGFR1,
ICAM1_ITGAL,EDN2_EDNRB,GPR42_CCL4L2,FGF2_FGFR2,
ICAM1_ITGB2,EDN2_KEL,FGFR2_FGFR3,FGF2_FGFR3,
ICAM1_ITGAM,EDN3_EDNRA,CALCA_CALCR,FGF2_FGFR4,
ICAM1_CAV1,EDN3_EDNRB,DSG1_DSC3,FGF2_FGFRL1,
ICAM1_IL2RA,EDN3_KEL,WIF1_WNT6,FGF2_GPC4,
ICAM1_IL2RG,EFEMP1_EGFR,FGF19_NR1H4,FGF2_NRP1,
ICAM1_ITGAX,EFEMP2_CATSPER1,TEK_ANGPT4,FGF2_SDC1,
ICAM1_MUC1,EFEMP2_LINGO1,CRHR2_UCN2,FGF2_SDC2,
ICAM1_SPN,EFEMP2_PLSCR4,SFRP4_WNT8B,FGF2_SDC3,
OLFM2_ROBO2,EF1_EPHA1,UNC5D_NTN4,FGF2_SDC4,
F13A1_ITGA4,EF1_EPHA2,SFRP1_WNT8B,FGF20_FGFR1,
F13A1_ITGB1,EF1_EPHA3,SFRP2_WNT6,FGF20_FGFR2,
F13A1_ITGA9,EF1_EPHA4,CCL4_GPR152,FGF20_FGFR3,
BST1_CAV1,EF1_EPHA5,SFRP5_WNT8B,FGF20_FGFR4,
KNG1_ADRA2A,EF1_EPHA6,PRLHR_PRLH,FGF21_FGFR4,
KNG1_MTNR1A,EF1_EPHA7,GPR15_C10orf99,FGF22_FGFR1,
KNG1_GRM7,EF1_EPHA8,CCL1_CCR8,FGF22_FGFR2,
KNG1_ITGB2,EF1_EPHB1,INHBC_ACVR2B,FGF22_FGFRL1,
KNG1_SDC2,EF1_EPHB6,FAM19A4_MRC2,FGF23_FGFR1,
KNG1_ITGAM,EF2_EPHA1,FRZB_WNT8B,FGF23_FGFR2,
KNG1_PLAUR,EF2_EPHA2,CCL16_CCR8,FGF23_FGFR3,
KNG1_CD93,EF2_EPHA3,LGR5_RSPO1,FGF23_FGFR4,
KNG1_GP1BA,EF2_EPHA4,C10orf99_SUSD2,FGF23_KL,
KNG1_RXFP4,EF2_EPHA5,CXCL17_GPR35,FGF3_FGFR1,
KNG1_BDKRB2,EF2_EPHA6,EDA_EDAR,FGF3_FGFR2,
KNG1_BDKRB1,EF2_EPHA7,ESAM_ESAM,FGF3_FGFR3,
VCAN_EGFR,EF2_EPHA8,NMU_NMUR2,FGF3_FGFR4,
VCAN_ITGA4,EF5_EPHA1,PROKR2_PROK2,FGF3_FGFRL1,
VCAN_CD44,EF5_EPHA2,RXFP4_RLN3,FGF4_FGFR1,
VCAN_ITGB1,EF5_EPHA3,RXFP2_RLN3,FGF4_FGFR2,
VCAN_TLR2,EF5_EPHA4,RXFP4_INSL5,FGF4_FGFR3,
VCAN_SELL,EF5_EPHA5,RXFP3_INSL5,FGF4_FGFR4,
VCAN_SELP,EF5_EPHA6,GH2_GHR,FGF4_FGFRL1,
VCAN_TLR1,EF5_EPHA7,NPBWR1_NPB,FGF4_NRP1,
TNC_EGFR,EF5_EPHA8,BMP10_GPR152,FGF5_FGFR1,
TNC_ITGB1,EF5_EPHB1,SFRP1_WNT6,FGF5_FGFR2,
TNC_ITGB6,EF5_EPHB2,GRP_GRPR,FGF5_FGFR3,
TNC_ITGAV,EF5_EPHB6,NMB_NMBR,FGF5_FGFR4,
TNC_SDC1,EFNB1_EPHA4,NOTCH1_DLK1,FGF7_FGFR1,
TNC_ITGA7,EFNB1_EPHA6,IFNA13_CR2,FGF7_FGFR2,
TNC_ITGA2,EFNB1_EPHB1,IFNA1_CR2,FGF7_FGFR3,
TNC_ITGA5,EFNB1_EPHB2,NPR1_NPPC,FGF7_NRP1,
TNC_ITGA8,EFNB1_EPHB3,NPR2_NPPC,FGF9_FGFR1,
TNC_SDC4,EFNB1_EPHB4,NPR3_OSTN,FGF9_FGFR2,
TNC_PTPRB,EFNB1_EPHB6,FGF18_FGFR2,FGF9_FGFR3,
TNC_CNTN1,EFNB1_ERBB2,UCN_CRHR2,FGF9_FGFR4,
TNC_ITGA9,EFNB2_EPHA3,CRH_CRHR2,FGL1_EGFR,
EGF_NRP1,EFNB2_EPHA4,CRH_CRHR1,FGL1_LAG3,
EGF_EGFR,EFNB2_EPHA6,SFRP4_WNT6,FLT3LG_FLT3,
EGF_ERBB4,EFNB2_EPHB1,PTH_PTH2R,FN1_CD44,
EGF_ADRB2,EFNB2_EPHB2,FGF7_FGFR3,FN1_COL13A1,
EGF_ERBB2,EFNB2_EPHB3,PTH_PTH1R,FN1_ITGA2,
EGF_LRP2,EFNB2_EPHB4,PTHLH_PTH1R,FN1_ITGA2B,
EGF_CAV1,EFNB2_EPHB6,PTHLH_PRLHR,FN1_ITGA4,
EGF_RHBDL2,EFNB2_GRM1,FGF5_FGFR3,FN1_ITGA5,
EGF_LDLR,EFNB2_GRM5,FGF3_FGFR3,FN1_ITGA8,
EGF_ERBB3,EFNB2_RHBDL2,FGF18_FGFR3,FN1_ITGA9,
EGF_PLD2,EFNB3_EPHA4,FGF1_FGFR3,FN1_ITGAV,
EGF_AXL,EFNB3_EPHB1,FGF2_FGFR3,FN1_ITGB1,
EGF_FSHR,EFNB3_EPHB2,FGF3_FGFR2,FN1_ITGB6,
SEMA3C_NRP1,EFNB3_EPHB3,ROS1_FGFR2,FN1_ITGB7,
SEMA3C_NRP2,EFNB3_EPHB4,FGF4_FGFR2,FN1_ITGB8,
SEMA3C_PLXND1,EFNB3_EPHB6,FGF4_FGFR3,FN1_MAG,
SEMA3A_PLXNA3,EFNB3_RHBDL2,NOTCH1_JAG1,FN1_NT5E,
SEMA3A_PLXNA1,EPGN_EGFR,CCL16_CCR2,FN1_PLAUR,
SEMA3A_NRP1,EPO_EPOR,GDF1_HTR4,FN1_SDC2,
SEMA3A_NRP2,EREG_EGFR,TNFRSF8_TNFSF8,FN1_TNFRSF11B,
SEMA3A_PLXNA4,EREG_ERBB2,TACR3_TAC3,FN1_TSHR,
SEMA3A_PLXNA2,EREG_ERBB3,FRZB_WNT6,FNDC5_ITGAV,
WNT2_FZD2,EREG_ERBB4,GNRHR_NSMF,FNDC5_ITGB5,
WNT2_LRP6,F10_F3,CDH5_CDH5,FSTL1_DIP2A,
WNT2_FZD1,F10_ITGAM,CRHR1_UCN,FZD8_CKAP4,
WNT2_FZD7,F10_ITGB2,ACVR2A_INHBC,GAL_GALR2,
WNT2_FZD8,F12_CD93,THPO_MPL,GAL_GPR151,
WNT2_FZD5,F12_GP1BA,ADIPOQ_GPR152,GALP_GALR2,
WNT2_FZD4,F13A1_ITGA4,LEP_LEPR,GAS6_AXL,
WNT2_FZD9,F13A1_ITGA9,BDNF_GPR152,GAS6_MERTK,
WNT2_FZD3,F13A1_ITGB1,IGF2_GPR152,GAS6_TYRO3,
NPTX2_NPTXR,F2_F2R,CCL4L2_GPR152,GCG_GCGR,
GAL_ADRA2A,F2_F2RL1,NPBWR1_NPW,GCG_GLP1R,
GAL_MTNR1A,F2_F2RL2,MST1_MST1R,GCG_GLP2R,
GAL_GRM7,F2_F2RL3,GUCY2C_GUCA2A,GDF1_ACVR1,
GAL_GALR2,F2_GP1BA,L1CAM_L1CAM,GDF1_BMPR1A,
GAL_GPR151,F2_GP1BB,WNT1_CD36,GDF1_BMPR2,
GAL_GALR1,F2_ITGA2B,CCL16_HRH4,GDF11_ACVR1B,
GAL_GALR3,F2_THBD,F2_THBD,GDF11_ACVR2A,
ADAM2_ITGB7,F7_F3,PMCH_MCHR2,GDF11_ACVR2B,
ADAM2_ITGB1,F8_ASGR2,GUCY2C_GUCA2B,GDF3_TDGF1,
ADAM2_ITGA6,F8_LDLR,FPR1_FAM19A4,GDF5_ACVR1,
ADAM2_CD9,F8_LRP1,TGFBR3_FAM19A4,GDF5_ACVR2A,
ADAM2_ITGA9,FARP2_PLX1,SORL1_FAM19A4,GDF5_ACVR2B,
ADAM28_ITGA4,FARP2_PLX2,PTPRU_FAM19A4,GDF5_BMPR1A,
SLIT1_ROBO1,FARP2_PLX3,CXCR1_CXCL5,GDF5_BMPR1B,
SLIT1_FLRT3,FASLG_FAS,CXCR1_YARS,GDF5_BMPR2,
SLIT1_GPC1,FASLG_TNFRSF1A,CXCR1_CXCL6,GDF5_ROR2,
TIMP3_MET,FAT4_DCHS1,CCL16_CCR1,GDF6_BMPR1A,
TIMP3_CD44,FBLN1_ITGB1,LEPR_FAM19A4,GDF6_BMPR1B,
TIMP3_KDR,FBN1_ITGA5,L1CAM_pL1:Ezrin,GDF6_BMPR2,
TIMP3_AGTR2,FBN1_ITGAV,AGRP_MC4R,GDF7_ACVR2A,
INHBE_ACVR2B,FBN1_ITGB1,CCR1_CCL15,GDF7_BMPR1A,
INHBE_ACVR2A,FBN1_ITGB6,CCR3_CCL15,GDF7_BMPR2,
LUM_ITGB1,FCN2_LRP1,GIP_DPP4,GDF9_ACVR2A,
DHH_PTCH1,FGB_ITGA2B,VIP_DPP4,GDF9_BMPR1A,
DHH_HHIP,FGB_ITGA5,NGFR_IL2,GDF9_BMPR1B,
DHH_BOC,FGB_ITGAM,NGFR_NTF4,GDF9_BMPR2,
DHH_CDON,FGB_ITGAV,CXCL3_CXCR1,GDF9_TGFBR1,
DHH_PTCH2,FGB_ITGB1,CXCL2_CXCR1,GDNF_GFRA1,
NPFF_NPFFR1,FGB_ITGB2,CXCL1_CXCR1,GDNF_GFRA2,
NPFF_NPFFR2,FGL1_EGFR,CCR10_CCL7,GDNF_RET,
FGF7_NRP1,FLT3LG_FLT3,CCL25_CCR9,GH1_GHR,
FGF7_FGFR2,FN1_C5AR1,SFRP1_WNT8A,GH1_PRLR,
FGF7_FGFR4,FN1_CD44,GCG_GCGR,GH2_GHR,
FGF7_FGFR1,FN1_CD79A,FRZB_WNT8A,GHRH_GHRHR,
FGF7_FGFR3,FN1_COL13A1,CCL2_CCR10,GHRH_VIPR1,
HDC_HRH1,FN1_FLT4,SFRP2_WNT8A,GHRL_GHSR,
HDC_HRH2,FN1_IL17RC,CCR10_CCL28,GHRL_GPR39,
HDC_HRH3,FN1_ITGA2,ACKR2_CCL27,GHRL_MLNR,
HDC_HRH4,FN1_ITGA2B,CCR10_CCL27,GIP_DPP4,
MFGE8_ITGAV,FN1_ITGA3,RLN3_RXFP3,GIP_GIPR,
MFGE8_PDGFRB,FN1_ITGA4,FGFR2_FGF22,GLG1_SELE,
IGFBP4_LRP6,FN1_ITGA5,FGFR3_FGF20,GNAI2_ADCY1,
IGFBP4_FZD8,FN1_ITGA6,EFNA2_EPHA7,GNAI2_ADORA1,
PTH2_PTH1R,FN1_ITGA8,EFNA1_EPHA7,GNAI2_ADRA2A,
PTH2_ADCYAP1R1,FN1_ITGA9,EFNA4_EPHA7,GNAI2_ADRA2B,
PTH2_RAMP2,FN1_ITGAV,EFNA5_EPHA7,GNAI2_C5AR1,
PTH2_VIPR1,FN1_ITGB1,WNT5A_EPHA7,GNAI2_CAV1,
PTH2_RAMP3,FN1_ITGB6,EFNA2_EPHA8,GNAI2_CCR5,
PTH2_GPR20,FN1_ITGB7,EFNA1_EPHA8,GNAI2_CNR1,
PTH2_ADRB2,FN1_ITGB8,EFNA2_EPHA5,GNAI2_CXCR1,
PTH2_ADRB3,FN1_MAG,FGFR3_FGF9,GNAI2_CXCR2,
PTH2_TSHR,FN1_NT5E,RLN1_RXFP2,GNAI2_EDNRA,
PTH2_GPR84,FN1_PLAUR,EFNB2_EPHA4,GNAI2_EGFR,
PTH2_PTH2R,FN1_ROBO4,SFRP5_WNT16,GNAI2_F2R,
PROK1_PROKR1,FN1_SDC2,RLN2_RXFP3,GNAI2_FPR1,
PROK1_PROKR2,FN1_TMPRSS6,FGFR2_FGF23,GNAI2_IGF1R,
CGN_TGFBR2,FN1_TNFRSF11B,FGFR3_FGF23,GNAI2_LHCGR,
CGN_TGFBR1,FN1_TSHR,FGFR2_EPHA4,GNAI2_LPAR3,
CGN_OCLN,FST_BMPR1B,FGFR3_EPHA4,GNAI2_OPRD1,
LEFTY1_ACVR2B,FST_BMPR2,INSL3_RXFP2,GNAI2_OPRM1,
LEFTY1_ACVR1B,FST_HFE2,RLN2_RXFP2,GNAI2_P2RY12,
LEFTY1_ACVR2A,GAD1_GRM4,CDH7_CDH7,GNAI2_TBXA2R,
REN_ATP6AP2,GALP_GALR2,NR3C1_IL5,GNAI2_TSHR,
GDF7_BMPR2,,VIP_VIPR1,GNAS_ADRB2,
GDF7_BMPR1A,,GHRH_VIPR1,GNAS_CRHR1,
GDF7_ACVR2A,,OXT_OXTR,GNAS_GCGR,
CALM2_GRM7,,NTRK1_NTF3,GNAS_LHCGR,
CALM2_EGFR,,TNFRSF6B_FASLG,GNAS_PTGDR,
CALM2_SELL,,ESR1_IL25,GNAS_TSHR,
CALM2_GRM5,,NGFR_NTF3,GNAS_VIPR1,
CALM2_KCNQ3,,NTRK1_AIMP1,GNRH1_GNRHR,
CALM2_KCNQ5,,NTRK1_NAMPT,GPC3_CD81,
CALM2_MYLK,,OXT_ESR2,GPC3_IGF1R,
CALM2_PDE1A,,NTRK1_GPI,GPHA2_TSHR,
CALM2_INSR,,EFNA1_EPHA5,GPI_AMFR,
CALM2_ADCY8,,ESR1_BDNF,GREM1_KDR,
CALM2_PDE1C,,NCAM1_BDNF,GRN_SORT1,
CALM2_GP6,,CCK_CCKAR,GRN_TNFRSF1A,
CALM2_SCN10A,,ADCYAP1_ADCYAP1R1,GRN_TNFRSF1B,
CALM2_AQP6,,NPPA_NPR2,GRP_BRS3,
